타임스탬프,0. 당신의 성함,0. 당신의 이상형,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/02/26 5:45:54 AM GMT+9,홍예찬,강아지상,1명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;무자녀,4,1,5,4,3,2,3,3,1,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/25 12:24:15 PM GMT+9,신찬성,토끼상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀;의학적 도움 적극 시도,2,1,4,4,4,4,2,3,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/28 10:58:07 AM GMT+9,최준담,여우상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,4,5,4,4,5,5,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/02/20 12:34:57 PM GMT+9,조아린,여우상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,5,5,5,5,5,2,5,3,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,배려와 선의를 실천하는 사람,3,
2026/03/02 3:04:59 AM GMT+9,노경림,여우상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,3,4,5,2,4,5,4,3,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/28 2:29:43 PM GMT+9,손솔수,고양이상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려;무자녀,2,1,4,4,5,3,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/21 5:58:28 AM GMT+9,남도연,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,2,2,5,5,5,4,1,3,2,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/03/03 1:27:53 AM GMT+9,배우빈,강아지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,4,5,5,4,4,5,4,2,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",4,
2026/02/25 1:27:06 PM GMT+9,권태윤,곰상,그 이상,오직 딸,경제적 안정 후,의학적 도움 적극 시도;입양 고려,3,1,4,3,1,5,5,3,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",1,
2026/02/28 5:43:47 AM GMT+9,장주도,고슴도치상,3명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,3,5,5,3,4,5,4,3,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,건강한 생활 습관을 가진 사람,4,
2026/02/22 5:38:59 AM GMT+9,허주혜,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,4,5,4,1,4,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",3,
2026/03/02 11:20:25 PM GMT+9,이지영,쿼카상,2명,오직 딸,경제적 안정 후,무자녀,3,1,4,3,3,5,5,4,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",2,
2026/02/20 11:00:10 AM GMT+9,고율성,토끼상,1명,오직 딸,경제적 안정 후,입양 고려,3,2,4,4,4,1,1,3,2,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,다른 사람을 존중하고 협력하는 사람,3,
2026/03/03 1:07:00 PM GMT+9,이온성,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,1,1,4,3,2,4,5,4,2,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,배려와 선의를 실천하는 사람,4,
2026/03/01 10:48:41 PM GMT+9,고연준,여우상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,4,2,5,5,3,1,2,2,2,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/03/01 7:27:57 AM GMT+9,백겸림,고양이상,2명,"딸 2명, 아들 1명",결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도,4,2,5,5,2,5,5,3,2,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",2,
2026/02/21 6:54:45 AM GMT+9,한림도,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,5,1,5,5,4,1,5,4,4,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",2,
2026/02/25 11:35:53 PM GMT+9,홍호라,여우상,1명,오직 딸,경제적 안정 후,무자녀,4,5,5,5,4,4,2,4,2,3,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/22 2:34:29 PM GMT+9,한라솔,늑대상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,3,4,5,3,3,5,4,2,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/02/20 5:50:03 PM GMT+9,고아겸,곰상,2명,딸2 아들1,결혼 후 1~2년 이내,무자녀,1,2,5,5,4,4,5,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",2,
2026/02/26 11:45:11 PM GMT+9,장겸영,토끼상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,5,5,5,2,5,5,4,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,실패해도 다시 도전하는 용기 있는 사람,3,
2026/02/23 12:01:26 AM GMT+9,최진하,강아지상,3명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,4,3,5,4,2,4,4,2,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",5,
2026/02/23 2:52:51 AM GMT+9,남호온,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,4,4,5,3,1,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/02/21 2:10:45 PM GMT+9,정은빈,꽃돼지상,1명,오직 딸,경제적 안정 후,무자녀,2,1,4,5,5,2,1,4,2,2,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/26 12:01:28 AM GMT+9,서훈수,여우상,1명,오직 딸,경제적 안정 후,입양 고려;무자녀,2,2,4,4,5,2,1,3,2,2,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/03 5:18:38 PM GMT+9,심민혜,고양이상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,1,3,5,5,4,4,5,5,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,실패해도 다시 도전하는 용기 있는 사람,1,
2026/02/26 2:34:05 PM GMT+9,홍주혜,고양이상,3명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,4,5,5,5,5,5,5,3,2,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/20 2:48:15 AM GMT+9,송태린,고양이상,1명,오직 딸,결혼 즉시,의학적 도움 적극 시도,5,2,5,5,2,4,5,3,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/22 10:59:42 PM GMT+9,한겸윤,판다상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,2,5,4,4,5,5,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/03/02 4:10:48 PM GMT+9,조수진,고양이상,2명,오직 딸,결혼 후 1~2년 이내,무자녀;입양 고려,4,1,4,3,1,5,5,5,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/25 7:08:51 AM GMT+9,이태겸,고양이상,1명,딸2 아들1,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도;입양 고려,5,3,5,5,4,4,5,5,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/02/22 8:12:20 AM GMT+9,고린온,오리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,4,4,5,4,1,1,5,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"경제적 성공, 사회적 지위",3,
2026/02/20 8:34:49 PM GMT+9,강별솔,곰상,그 이상,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,3,5,5,4,4,5,5,3,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,정서적으로 안정되고 공감할 줄 아는 사람,5,
2026/02/25 1:07:40 PM GMT+9,강나혜,강아지상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,4,2,2,5,2,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/27 3:56:31 AM GMT+9,김서연,강아지상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,4,1,5,5,2,4,4,3,3,1,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",1,
2026/02/23 7:15:41 AM GMT+9,남호현,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,4,1,5,5,3,2,3,5,2,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/02 1:53:31 AM GMT+9,유하린,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,1,5,5,1,4,1,1,1,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",5,
2026/02/28 9:53:30 AM GMT+9,신성라,여우상,그 이상,되는대로,경제적 안정 후,무자녀;의학적 도움 적극 시도,1,1,4,5,3,5,3,3,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/28 3:08:01 PM GMT+9,유담온,고양이상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀;입양 고려,3,1,5,5,1,4,5,4,2,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",5,
2026/02/20 11:39:30 AM GMT+9,심민찬,고양이상,그 이상,"딸 1명, 아들 1명",경제적 안정 후,무자녀,4,2,5,5,3,4,5,3,4,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",1,
2026/03/01 1:34:06 PM GMT+9,장윤서,토끼상,3명,딸2 아들1,결혼 후 1~2년 이내,입양 고려;무자녀,1,3,5,5,4,4,5,5,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"경제적 성공, 사회적 지위",1,
2026/03/03 10:12:46 AM GMT+9,윤별수,오리상,3명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,2,1,5,5,5,5,5,2,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",2,
2026/03/02 1:30:57 PM GMT+9,김별온,오리상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,3,3,5,5,4,3,2,3,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",2,
2026/03/03 2:15:29 PM GMT+9,노빈은,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀,4,1,4,5,3,4,3,5,4,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",2,
2026/02/24 12:28:48 AM GMT+9,유아영,다람쥐상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,4,4,5,2,1,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",4,
2026/02/23 5:23:01 AM GMT+9,허지현,여우상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,4,2,4,4,4,1,2,4,4,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",1,
2026/02/24 9:39:35 AM GMT+9,유온준,강아지상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,3,3,2,1,3,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/28 2:53:22 AM GMT+9,윤지림,여우상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,5,5,5,5,5,5,5,3,4,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",1,
2026/02/26 11:06:14 AM GMT+9,최은빈,곰상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,5,4,2,1,4,4,4,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/27 7:45:26 AM GMT+9,신호태,오리상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,5,4,2,2,1,4,4,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",1,
2026/02/21 6:19:09 PM GMT+9,정혜겸,강아지상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,2,5,4,3,5,4,2,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/03/03 9:24:36 AM GMT+9,신도윤,꽃돼지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,1,5,5,2,4,5,4,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/02/28 11:02:54 PM GMT+9,장훈수,오리상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,1,2,4,5,4,3,5,3,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/03/03 8:15:17 AM GMT+9,문담윤,곰상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,3,1,4,4,4,5,1,3,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,다른 사람을 존중하고 협력하는 사람,2,
2026/02/26 6:05:26 PM GMT+9,황태아,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,4,5,3,5,5,3,1,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/25 12:03:45 PM GMT+9,황현민,여우상,1명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려,4,2,5,4,3,4,5,4,1,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,건강한 생활 습관을 가진 사람,5,
2026/02/23 4:18:43 PM GMT+9,고온찬,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,4,4,5,2,2,2,4,4,1,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/02/25 6:42:10 AM GMT+9,강라림,여우상,그 이상,되는대로,경제적 안정 후,무자녀,1,1,5,5,3,5,3,2,2,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/25 7:03:48 AM GMT+9,남별수,꽃돼지상,3명,딸2 아들1,결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,1,4,5,5,2,4,5,4,3,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,돈과 일에 휘둘리지 않고 균형 잡힌 사람,3,
2026/03/03 7:15:57 AM GMT+9,고도도,고양이상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,4,2,5,4,2,4,3,5,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/23 1:04:17 AM GMT+9,황솔진,판다상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,4,5,4,4,1,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",3,
2026/03/03 11:49:56 PM GMT+9,문영준,강아지상,1명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도;입양 고려,2,1,5,4,2,2,4,5,1,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/02/23 2:17:48 PM GMT+9,전별윤,곰상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도,2,1,5,4,2,4,5,5,2,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,배려와 선의를 실천하는 사람,5,
2026/02/20 8:52:44 PM GMT+9,박은담,강아지상,1명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도,2,1,4,3,1,2,4,3,3,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",5,
2026/03/01 10:24:26 AM GMT+9,노솔진,오리상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,1,1,5,4,2,2,4,3,4,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/25 4:05:03 AM GMT+9,심서연,고양이상,1명,오직 딸,경제적 안정 후,입양 고려;무자녀,2,1,5,5,2,4,2,4,2,1,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",3,
2026/02/25 6:58:30 AM GMT+9,백도예,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,3,1,4,5,2,4,5,1,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",5,
2026/02/21 8:23:59 AM GMT+9,김혜별,고양이상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려,1,1,5,5,3,1,3,3,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",1,
2026/02/28 7:10:55 PM GMT+9,오겸수,여우상,3명,"딸 2명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,1,2,4,5,5,4,5,5,3,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/03/03 6:38:29 AM GMT+9,안주우,고양이상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,4,1,4,3,1,5,5,4,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,배려와 선의를 실천하는 사람,3,
2026/02/23 6:22:50 AM GMT+9,백우지,여우상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,2,1,5,5,4,4,5,5,1,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/27 4:23:41 AM GMT+9,심찬태,곰상,1명,오직 딸,경제적 안정 후,무자녀,4,1,2,4,3,2,2,4,2,3,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",5,
2026/02/20 9:46:53 PM GMT+9,홍예주,강아지상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,2,1,4,4,2,4,5,5,2,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/20 8:15:04 PM GMT+9,양영지,곰상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,1,5,3,2,4,5,4,2,3,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",5,"도덕적, 타인 배려",4,
2026/02/21 8:12:30 PM GMT+9,서온민,오리상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,1,4,5,3,4,4,2,1,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"경제적 성공, 사회적 지위",3,
2026/03/02 1:34:42 AM GMT+9,장솔태,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,1,3,4,5,4,4,5,4,4,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/03/03 7:03:05 PM GMT+9,안하솔,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;입양 고려,4,3,3,4,2,5,5,4,1,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",1,
2026/03/02 3:36:43 AM GMT+9,신린은,강아지상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,2,1,2,5,1,4,4,4,2,4,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/02/28 4:48:29 AM GMT+9,조주주,토끼상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,3,4,4,4,4,5,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"도덕적, 타인 배려",4,
2026/02/26 6:12:57 AM GMT+9,송호영,꼬부기상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,4,2,5,3,1,2,5,4,4,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",1,
2026/03/02 7:12:11 PM GMT+9,권찬태,곰상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려;무자녀,4,1,5,5,2,4,5,3,3,1,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/28 8:55:14 AM GMT+9,백지예,오리상,2명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,3,4,4,2,5,1,4,2,2,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/26 1:57:47 AM GMT+9,배주민,여우상,1명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도,1,1,5,4,2,2,5,2,4,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/03/02 8:08:30 AM GMT+9,오진담,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,1,5,5,4,4,5,5,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
